application_number,request_for_proposal_document,rfp_identifier,rfp_upload_date,total_services_requested,certified_date_time
240010991,http://publicdata.usac.org/SL/Prd/Form470/221063/240010991/IMMACULATE%20HEART%20ACADEMY%20RFP.docx,true,2024-01-04T20:01:21.000,34500,2024-01-04T20:16:20.000
240010993,http://publicdata.usac.org/SL/Prd/Form470/325560/240010993/Cat%201%202024%20Holy%20Rosary%20Bilingual%20Academy%20Erate%20Cable%20RFP.pdf,true,2024-01-09T14:01:54.000,1,2024-01-09T14:19:52.000
240010996,,false,,100,2024-01-03T09:28:13.000
240010999,,false,,1,2024-01-03T09:36:00.000
240011000,http://publicdata.usac.org/SL/Prd/Form470/324833/240011000/Cat%201%202024%20Holy%20Rosary%20School%20ERate%20Fiber%20RFP.pdf,true,2024-01-09T12:01:53.000,1,2024-01-09T12:43:51.000
240011001,http://publicdata.usac.org/SL/Prd/Form470/342211/240011001/Community%20HS%20470%20RFP%20FY24.xlsx,true,2024-01-03T11:01:42.000,5,2024-01-03T11:15:40.000
240011004,http://publicdata.usac.org/SL/Prd/Form470/338506/240011004/Springport%20Public%20Schools%20Updated%20Wireless%20Refresh%20RFQ.docx,true,2024-01-03T09:01:33.000,94,2024-01-03T09:54:32.000
240011008,,false,,1,2024-01-03T10:04:39.000
240011013,http://publicdata.usac.org/SL/Prd/Form470/17001356/240011013/234%20018%20Attachment%20G%20Price%20Proposal.xlsx,true,2024-01-03T14:01:48.000,1,2024-01-03T14:17:47.000
240011017,http://publicdata.usac.org/SL/Prd/Form470/338794/240011017/2024%20RM%20Cat%202%20Networking%20470%20RFPFinal.pdf,true,2024-01-03T10:01:22.000,1,2024-01-03T10:40:21.000
240011018,http://publicdata.usac.org/SL/Prd/Form470/345640/240011018/ODIE_%20Erate%20RFP%20Details.pdf,true,2024-01-03T10:01:56.000,1,2024-01-03T10:40:54.000
240011020,,false,,1,2024-01-03T11:08:57.000
240011024,http://publicdata.usac.org/SL/Prd/Form470/325666/240011024/Cat%201%202024%20St%20Charles%20Borromeo%20Erate%20Fiber%20RFP.pdf,true,2024-01-09T13:01:00.000,1,2024-01-09T13:12:59.000
240011026,http://publicdata.usac.org/SL/Prd/Form470/330820/240011026/Franklin%20C2%20Proposed%20BOM.xlsx,true,2024-01-03T11:01:23.000,5,2024-01-03T11:28:22.000
240011027,http://publicdata.usac.org/SL/Prd/Form470/384198/240011027/Trinity%20Alps%20Internet%20only%20RFP%20FY24.pdf,true,2024-01-03T10:01:16.000,1,2024-01-03T10:41:14.000
240011028,http://publicdata.usac.org/SL/Prd/Form470/324779/240011028/Cat%201%202024%20St.%20George%20School%20ERate%20Fiber%20RFP.pdf,true,2024-01-09T13:01:51.000,1,2024-01-09T13:19:49.000
240011030,http://publicdata.usac.org/SL/Prd/Form470/17001879/240011030/Cat%201%202024%20St.%20Madeleine%20Sophie%20School%20Erate%20Fiber%20RFP.pdf,true,2024-01-09T13:01:42.000,1,2024-01-09T13:24:41.000
240011033,http://publicdata.usac.org/SL/Prd/Form470/17032390/240011033/Purpose%20Prep%20C2%20RFP.pdf,true,2024-01-05T14:01:54.000,8,2024-01-05T14:43:52.000
240011034,http://publicdata.usac.org/SL/Prd/Form470/325767/240011034/Cat%201%202024%20St.%20Mary%20School%20Erate%20Fiber%20RFP.pdf,true,2024-01-09T13:01:29.000,1,2024-01-09T13:29:28.000
240011035,,false,,1,2024-01-03T11:20:40.000
240011037,http://publicdata.usac.org/SL/Prd/Form470/367934/240011037/Cat%201%202024%20St.%20Nicholas%20Catholic%20School%20Erate%20Fiber%20RFP.pdf,true,2024-01-09T13:01:42.000,1,2024-01-09T13:33:41.000
240011038,http://publicdata.usac.org/SL/Prd/Form470/337619/240011038/FY2024%20Scott%20County%202%20School%20Bus%20WiFi%20Service%20Only%20RFP.pdf,true,2024-01-10T14:01:43.000,50,2024-01-10T14:52:42.000
240011039,http://publicdata.usac.org/SL/Prd/Form470/344282/240011039/MIBS%20Networking%20Support%20RFP.docx,true,2024-01-03T11:01:45.000,1,2024-01-03T11:15:43.000
240011041,http://publicdata.usac.org/SL/Prd/Form470/274870/240011041/Hill_Murray_School_FY2024_Request_for_Bids_C2.pdf,true,2024-01-04T09:01:12.000,15,2024-01-04T09:51:10.000
240011042,http://publicdata.usac.org/SL/Prd/Form470/343191/240011042/FY2024%20Tri%20Valley%20Sd%20C2%20RFP.docx,true,2024-01-03T11:01:08.000,1,2024-01-03T11:27:06.000
240011045,http://publicdata.usac.org/SL/Prd/Form470/17026935/240011045/Community%20Academies%20C2%20RFP.pdf,true,2024-01-05T16:01:00.000,200,2024-01-05T16:29:59.000
240011046,http://publicdata.usac.org/SL/Prd/Form470/329836/240011046/New%20Milford%202024%20Cat%202%20Erate%20Requirements.pdf,true,2024-01-03T11:01:50.000,1500,2024-01-03T11:41:49.000
240011049,,false,,1,2024-01-03T11:45:15.000
240011051,,false,,1,2024-01-03T11:50:11.000
240011053,http://publicdata.usac.org/SL/Prd/Form470/343865/240011053/IFB%2024%20996800%20UNINTERRUPTIBLE%20POWER%20SUPPLY%20REPLACEMENT%20PROJECT%20FOR%20THE%20ADMIN.pdf,true,2024-01-03T12:01:44.000,12,2024-01-03T12:04:43.000
240011055,,false,,2,2024-01-05T14:38:10.000
240011056,,false,,8,2024-01-03T12:18:24.000
240011058,http://publicdata.usac.org/SL/Prd/Form470/334583/240011058/WAN%20RFP%202024%20McDuffie%20V1.1.pdf,true,2024-01-08T17:01:11.000,2,2024-01-08T17:09:09.000
240011060,http://publicdata.usac.org/SL/Prd/Form470/334835/240011060/23240066B%20VG%20Mist%20WAP%20License%20and%20Support.%20Exhibit%20B.%20Price%20Schedule.xlsx,true,2024-01-03T13:01:44.000,1269,2024-01-03T13:41:42.000
240011062,http://publicdata.usac.org/SL/Prd/Form470/346442/240011062/RFP%20Infrastructure%20Upgrade%202024.pdf,true,2024-01-04T09:01:27.000,40,2024-01-04T09:17:26.000
240011063,,false,,3,2024-01-03T13:24:12.000
240011064,http://publicdata.usac.org/SL/Prd/Form470/334049/240011064/2024%20PCS%20Updated%20QA%20Links%20REVISED%20WAN%20Final.pdf,true,2024-01-09T13:01:10.000,9,2024-01-05T14:52:27.000
240011071,,false,,1,2024-01-03T13:11:28.000
240011072,http://publicdata.usac.org/SL/Prd/Form470/347363/240011072/Ennis%20C2%202024%20Addendum%201.docx,true,2024-01-12T15:01:14.000,30,2024-01-03T13:05:00.000
240011073,,false,,1,2024-02-05T12:08:52.000
240011076,,false,,1,2024-01-03T13:22:03.000
240011079,,false,,1,2024-02-13T12:43:26.000
240011082,http://publicdata.usac.org/SL/Prd/Form470/346885/240011082/Erate%20RFP%20Cat%202.pdf,true,2024-01-03T15:01:16.000,1,2024-01-03T15:05:15.000
240011085,http://publicdata.usac.org/SL/Prd/Form470/334761/240011085/Main_Library_1st_Floor_Data_Rewire.pdf,true,2024-01-09T15:01:26.000,1,2024-01-09T15:44:24.000
240011086,,false,,65,2024-01-03T13:42:47.000
240011087,,false,,1,2024-01-03T14:05:24.000
240011090,,false,,1,2024-01-05T15:14:14.000
240011091,http://publicdata.usac.org/SL/Prd/Form470/346378/240011091/Des%20Arc%20School%20District%20RFP.1.docx,true,2024-01-25T14:01:18.000,22,2024-01-25T14:08:16.000
240011092,http://publicdata.usac.org/SL/Prd/Form470/330325/240011092/24WTS%20Category%20Two%20Request.pdf,true,2024-01-03T15:01:13.000,1,2024-01-03T15:52:11.000
240011095,,false,,1,2024-01-03T14:14:07.000
240011096,,false,,1,2024-01-03T14:29:28.000
240011097,,false,,1,2024-01-10T14:42:45.000
240011098,http://publicdata.usac.org/SL/Prd/Form470/334835/240011098/23240064B%20AZ%20Addendum%201.pdf,true,2024-01-18T15:01:04.000,4,2024-01-04T14:27:00.000
240011099,http://publicdata.usac.org/SL/Prd/Form470/336738/240011099/RFP%20for%20Wireless%20Service%20Category%20One.docx,true,2024-01-03T14:01:17.000,4,2024-01-03T14:43:16.000
240011100,http://publicdata.usac.org/SL/Prd/Form470/330243/240011100/FY24%20C1%20Specification%20Freehold.pdf,true,2024-01-03T14:01:12.000,2,2024-01-03T14:25:11.000
240011101,,false,,15,2024-01-05T15:13:44.000
240011104,http://publicdata.usac.org/SL/Prd/Form470/334835/240011104/23240065B%20AZ%20Addendum%201.pdf,true,2024-01-18T15:01:51.000,2366,2024-01-05T16:33:32.000
240011109,http://publicdata.usac.org/SL/Prd/Form470/406046/240011109/2024%20Network%20Upgrades.pdf,true,2024-01-03T15:01:29.000,1,2024-01-03T15:12:27.000
240011110,http://publicdata.usac.org/SL/Prd/Form470/291917/240011110/Claiborne%20Academy%20C2%20RFP.docx.pdf,true,2024-01-29T12:01:49.000,5,2024-01-29T12:17:47.000
240011111,,false,,2,2024-01-03T14:55:21.000
240011116,,false,,5,2024-01-05T15:57:40.000
240011119,http://publicdata.usac.org/SL/Prd/Form470/336738/240011119/RFP%20for%20Equipment%20Category%20Two.docx,true,2024-01-03T15:01:40.000,1,2024-01-03T15:24:38.000
240011120,,false,,1,2024-01-03T15:01:23.000
240011122,http://publicdata.usac.org/SL/Prd/Form470/344494/240011122/SPRINGFIELD%20FIREWALL%20BMIC%20C2%20COVER%20PAGE.docx,true,2024-01-03T15:01:08.000,2,2024-01-03T15:30:07.000
240011123,,false,,1,2024-01-03T15:13:18.000
240011125,,false,,2,2024-01-03T15:07:42.000
240011128,http://publicdata.usac.org/SL/Prd/Form470/350040/240011128/CAT%202%20BID%20SHEET%20BELEN%202024.xlsx,true,2024-01-03T15:01:47.000,5700,2024-01-03T15:19:45.000
240011130,http://publicdata.usac.org/SL/Prd/Form470/329103/240011130/Sample%20Service%20Provider%20Contract%20FY2024.docx,true,2024-01-11T10:01:17.000,6,2024-01-11T10:10:16.000
240011134,http://publicdata.usac.org/SL/Prd/Form470/331219/240011134/Little%20Flower%20SD_C1%20Internet%20Addendum%201_2024.02.12.pdf,true,2024-02-12T11:02:49.000,1,2024-01-25T15:06:33.000
240011135,http://publicdata.usac.org/SL/Prd/Form470/345734/240011135/ODIE_%20Erate%20RFP%20Details.pdf,true,2024-01-03T15:01:31.000,1,2024-01-03T15:31:29.000
240011140,http://publicdata.usac.org/SL/Prd/Form470/346365/240011140/Benton%20IFCB%20240011140.pdf,true,2024-01-03T17:01:46.000,1,2024-01-03T17:52:44.000
240011141,http://publicdata.usac.org/SL/Prd/Form470/343159/240011141/Bartonville%20C2%20Pricing%20Template_v2.xlsx,true,2024-01-10T12:01:41.000,16,2024-01-10T12:14:39.000
240011148,,false,,25,2024-01-03T17:14:15.000
240011149,,false,,1,2024-01-04T10:37:28.000
240011150,,false,,1,2024-01-03T16:14:50.000
240011152,http://publicdata.usac.org/SL/Prd/Form470/289873/240011152/ODIE_%20Erate%20RFP%20Details.pdf,true,2024-01-03T16:01:51.000,20,2024-01-03T16:16:49.000
240011154,http://publicdata.usac.org/SL/Prd/Form470/349056/240011154/Addendum%201.pdf,true,2024-01-22T14:01:18.000,68,2024-01-12T11:12:27.000
240011163,http://publicdata.usac.org/SL/Prd/Form470/278755/240011163/ZURICH_Cat1_RFP%20Internet_2024.pdf,true,2024-01-08T16:01:59.000,2,2024-01-08T16:27:58.000
240011165,http://publicdata.usac.org/SL/Prd/Form470/337418/240011165/UTSC%20Network%20Equipment%20RFQ.pdf,true,2024-01-03T16:01:28.000,12,2024-01-03T16:57:26.000
240011167,,false,,1,2024-01-03T17:00:20.000
240011173,,false,,1,2024-01-03T17:03:28.000
240011174,http://publicdata.usac.org/SL/Prd/Form470/400997/240011174/FAIT%202024%20C1%20WAN%20INT%20240011174.pdf,true,2024-01-24T20:01:17.000,1,2024-01-09T09:30:59.000
240011175,http://publicdata.usac.org/SL/Prd/Form470/351718/240011175/CLSD_FY2024_C1%20RFP.docx,true,2024-01-03T18:01:59.000,4,2024-01-03T18:01:57.000
240011176,,false,,11,2024-01-03T17:08:49.000
240011182,,false,,1,2024-01-03T17:21:13.000
240011188,http://publicdata.usac.org/SL/Prd/Form470/402081/240011188/Lyons%20Township%202024%20From%20470%20RFP%20%20E%20Rate%20LTHS%20Product%20list.xlsx,true,2024-01-09T11:01:51.000,2,2024-01-09T11:24:50.000
240011190,,false,,1,2024-01-03T17:36:21.000
240011191,http://publicdata.usac.org/SL/Prd/Form470/341325/240011191/2024%20Erate%20Wishlist.docx,true,2024-02-02T14:02:29.000,28,2024-02-02T14:56:28.000
240011196,,false,,1,2024-01-03T17:56:36.000
240011199,,false,,1,2024-01-03T17:58:16.000
240011201,,false,,2,2024-01-03T17:59:09.000
240011202,,false,,1,2024-01-03T18:00:03.000
240011205,,false,,2,2024-01-03T18:12:27.000
240011206,,false,,1,2024-01-03T18:13:22.000
240011207,,false,,1,2024-01-03T18:14:14.000
240011208,,false,,1,2024-01-03T18:15:00.000
240011210,http://publicdata.usac.org/SL/Prd/Form470/350440/240011210/Year%2027%20FUESD%20Network%20Switches%20_%20Equip%20Only%20Addendum%20No.%201.pdf,true,2024-02-15T14:02:23.000,37,2024-01-29T12:09:38.000
240011211,http://publicdata.usac.org/SL/Prd/Form470/296208/240011211/RFP%20Category%201%20%20Vendor%20Bidding%20Instructions.pdf,true,2024-01-03T18:01:23.000,1,2024-01-03T18:50:21.000
240011215,http://publicdata.usac.org/SL/Prd/Form470/263317/240011215/RFP%20240011215%20Roncalli%20MIBS.pdf,true,2024-01-03T20:01:33.000,15,2024-01-03T20:04:31.000
240011219,http://publicdata.usac.org/SL/Prd/Form470/271991/240011219/RFP%20Category%201%20%20Vendor%20Bidding%20Instructions.pdf,true,2024-01-03T20:01:57.000,4,2024-01-03T20:47:56.000
240011222,http://publicdata.usac.org/SL/Prd/Form470/338220/240011222/2024%20WPAS%20C2%20Project%20Description%20for%20BOM.xlsx,true,2024-01-08T16:01:39.000,1,2024-01-08T16:00:37.000
240011223,http://publicdata.usac.org/SL/Prd/Form470/343066/240011223/RFP%20for%20La%20Harpe%20%20Bus%20WIFI.docx,true,2024-01-03T22:01:30.000,7,2024-01-03T22:39:29.000
240011226,,false,,1,2024-01-03T23:52:49.000
240011228,http://publicdata.usac.org/SL/Prd/Form470/325619/240011228/2024%20Cat2%20standard%20RFP.pdf,true,2024-01-09T18:01:04.000,16,2024-01-09T18:09:02.000
240011229,http://publicdata.usac.org/SL/Prd/Form470/395700/240011229/CSMH%20Addendum%201%20470%20240011229%20Proposal%20Date%20Change.pdf,true,2024-02-19T19:02:44.000,1,2024-01-18T13:07:13.000
240011233,,false,,100,2024-01-04T08:58:11.000
240011235,,false,,1,2024-01-05T09:28:45.000
240011236,,false,,1,2024-01-04T09:12:30.000
240011240,http://publicdata.usac.org/SL/Prd/Form470/334569/240011240/2024_NGRL_127398_Internet_Access_RFP.pdf,true,2024-01-10T16:01:10.000,1,2024-01-10T16:33:08.000
240011241,,false,,3,2024-01-04T09:26:35.000
240011242,,false,,58000,2024-01-04T09:32:09.000
240011243,http://publicdata.usac.org/SL/Prd/Form470/343969/240011243/North%20County%20Parkside%20Network%20Cabling%20Project%20RFP.docx,true,2024-01-04T09:01:09.000,52750,2024-01-04T09:48:08.000
240011244,,false,,4,2024-01-04T09:41:31.000
240011247,,false,,1,2024-01-04T09:41:37.000
240011252,,false,,1,2024-01-05T15:07:48.000
240011256,http://publicdata.usac.org/SL/Prd/Form470/348864/240011256/SY24_47001_RFP_C1_IA_.docx,true,2024-01-22T19:01:11.000,1,2024-01-22T19:09:09.000
240011259,http://publicdata.usac.org/SL/Prd/Form470/345115/240011259/Stanton%20County%20Public%20Library%20Form%20470%20Internet%20Access%20Specs%20for%20FY%202024.pdf,true,2024-01-04T10:01:55.000,1,2024-01-04T10:14:54.000
240011260,http://publicdata.usac.org/SL/Prd/Form470/329950/240011260/Livingston%20WAN%20maintenance%20spec%2024.pdf,true,2024-01-04T10:01:31.000,10,2024-01-04T10:37:28.000
240011261,http://publicdata.usac.org/SL/Prd/Form470/330243/240011261/FY24%20Freehold%20C2%20Specification.pdf,true,2024-01-04T10:01:02.000,20,2024-01-04T10:21:00.000
240011262,http://publicdata.usac.org/SL/Prd/Form470/339018/240011262/UCSD%202024%20Network%20RFP%20v2.pdf,true,2024-01-05T16:01:23.000,75,2024-01-05T16:41:22.000
240011265,http://publicdata.usac.org/SL/Prd/Form470/388638/240011265/ERate%2024_25%20Needs.xlsx,true,2024-02-09T19:02:30.000,4,2024-02-09T19:14:29.000
240011266,http://publicdata.usac.org/SL/Prd/Form470/336050/240011266/Central%20BB%20RFP.docx,true,2024-01-04T10:01:47.000,1000,2024-01-04T10:49:45.000
240011269,,false,,1,2024-01-26T12:15:18.000
240011270,http://publicdata.usac.org/SL/Prd/Form470/337521/240011270/RFP%20ACPL%20C2%20FY2024.pdf,true,2024-01-23T13:01:16.000,52,2024-01-23T13:19:14.000
240011271,,false,,2,2024-01-08T11:01:07.000
240011279,http://publicdata.usac.org/SL/Prd/Form470/336050/240011279/East%20Ridge%20BB%20RFP.docx,true,2024-01-04T11:01:38.000,1500,2024-01-04T11:05:36.000
240011281,http://publicdata.usac.org/SL/Prd/Form470/259368/240011281/Placeholder%20RFP.docx,true,2024-02-08T11:02:04.000,1,2024-02-08T11:07:03.000
240011283,http://publicdata.usac.org/SL/Prd/Form470/344566/240011283/FY24%20Jefferson%20Co%20North%20Cat%201%20Form%20470%20RFP%20Reissue%20v2.pdf,true,2024-01-04T15:01:14.000,1,2024-01-04T15:00:13.000
240011286,,false,,1,2024-01-04T11:10:35.000
240011287,http://publicdata.usac.org/SL/Prd/Form470/351887/240011287/2024_HELIX_C2_021424_Attachment%20A_Cost%20Proposal%20Form.xlsx,true,2024-01-12T11:01:45.000,6,2024-01-12T11:46:41.000
240011289,,false,,24,2024-01-04T12:56:11.000
240011293,http://publicdata.usac.org/SL/Prd/Form470/338142/240011293/CUS%20Network%20Switches%20RFP%202024.pdf,true,2024-01-04T11:01:20.000,23,2024-01-04T11:26:18.000
240011295,,false,,451,2024-01-09T09:32:25.000
240011296,http://publicdata.usac.org/SL/Prd/Form470/344500/240011296/Baldwin%20City%20Public%20Library%20CAT1%20RFP%20Internet%20Access%20Specs%20FY24.pdf,true,2024-01-04T11:01:18.000,1,2024-01-04T11:47:17.000
240011297,,false,,10,2024-01-04T11:56:06.000
240011304,http://publicdata.usac.org/SL/Prd/Form470/350439/240011304/San%20Pasqual%20Union%20Elementary%20School%20District%20588%2024A4.pdf,true,2024-01-04T15:01:47.000,1,2024-01-04T15:52:46.000
240011307,,false,,1,2024-01-04T12:03:29.000
240011309,http://publicdata.usac.org/SL/Prd/Form470/344668/240011309/Girard%20Public%20Library%20RFP%20Internet%20Access%20Specs%20for%20FY24.pdf,true,2024-01-04T12:01:42.000,2,2024-01-04T12:24:41.000
240011311,http://publicdata.usac.org/SL/Prd/Form470/328995/240011311/Winslow%20ERate%20RFP%20AP%20Licenses.pdf,true,2024-01-04T12:01:15.000,78,2024-01-04T12:19:14.000
240011313,http://publicdata.usac.org/SL/Prd/Form470/351906/240011313/2024_PRSD_C2_021424_Attachment%20A_Cost%20Proposal%20Form.xlsx,true,2024-01-12T12:01:31.000,15,2024-01-12T12:04:30.000
240011314,http://publicdata.usac.org/SL/Prd/Form470/340936/240011314/2024%20Fiber%20Lease%20RFP.pdf,true,2024-01-04T14:01:41.000,1,2024-01-04T14:22:40.000
240011317,,false,,2,2024-01-04T12:30:29.000
240011318,,false,,1,2024-01-04T12:43:26.000
240011319,,false,,1,2024-02-20T17:28:09.000
240011321,http://publicdata.usac.org/SL/Prd/Form470/347482/240011321/2024%20RFP%20WORKSHEET%20%20SULPHUR%20BLUFF%20TX.pdf,true,2024-01-10T16:01:29.000,1,2024-01-10T16:50:28.000
240011324,http://publicdata.usac.org/SL/Prd/Form470/223567/240011324/ALL%20HALLOWS%20FY2024%20INTERNET%20ACCESS%20REQUEST%20REQUIREMENTS.pdf,true,2024-01-04T13:01:05.000,1,2024-01-04T13:05:03.000
240011328,,false,,1,2024-01-04T12:54:39.000
240011333,http://publicdata.usac.org/SL/Prd/Form470/342659/240011333/Attachment%20A_Pricing%20Proposal%20_%20Final.xlsx,true,2024-01-31T19:01:24.000,4,2024-01-31T19:15:23.000
240011334,http://publicdata.usac.org/SL/Prd/Form470/351913/240011334/2024_USD_C2_021424_Attachment%20A_Cost%20Proposal%20Form.xlsx,true,2024-01-12T11:01:44.000,28,2024-01-12T11:51:32.000
240011336,,false,,5,2024-01-23T13:12:58.000
240011338,,false,,1,2024-01-04T13:24:42.000
240011339,,false,,1,2024-01-04T14:00:43.000
240011340,,false,,1,2024-02-02T16:36:55.000
240011343,http://publicdata.usac.org/SL/Prd/Form470/400511/240011343/ITS%20Map%20Transporation.pdf,true,2024-01-09T10:01:19.000,11,2024-01-09T10:52:17.000
240011344,http://publicdata.usac.org/SL/Prd/Form470/337375/240011344/RFP%20Internet%20MSD%20Wayne.pdf,true,2024-01-04T14:01:22.000,1,2024-01-04T14:05:20.000
240011346,http://publicdata.usac.org/SL/Prd/Form470/338253/240011346/FRCL24.pdf,true,2024-01-04T14:01:51.000,1,2024-01-04T14:19:49.000
240011348,http://publicdata.usac.org/SL/Prd/Form470/344617/240011348/Osage%20City%20Public%20Library%20RFP%20Internet%20Access%20Specs%20for%20FY24.pdf,true,2024-01-04T14:01:35.000,2,2024-01-04T14:03:33.000
240011349,http://publicdata.usac.org/SL/Prd/Form470/337866/240011349/Memphis%202024_25%20Cat%202%20List.docx,true,2024-01-04T14:01:39.000,6000,2024-01-04T14:12:37.000
240011350,http://publicdata.usac.org/SL/Prd/Form470/340881/240011350/HNCS%20RFP%20FY24.pdf,true,2024-01-31T16:01:21.000,4,2024-01-31T16:57:19.000
240011351,http://publicdata.usac.org/SL/Prd/Form470/344898/240011351/Category1and2RFP.2425.pdf,true,2024-01-05T10:01:53.000,1,2024-01-05T10:01:51.000
240011356,http://publicdata.usac.org/SL/Prd/Form470/263495/240011356/HCS%20Equipment%20List%202024.pdf,true,2024-01-04T14:01:58.000,1,2024-01-04T14:56:56.000
240011357,http://publicdata.usac.org/SL/Prd/Form470/350711/240011357/0209%2024C%201%20Oak%20Valley%20Union%20School%20District%20Network%20Electronics%20RFP.pdf,true,2024-01-04T15:01:34.000,4,2024-01-04T15:54:32.000
240011358,http://publicdata.usac.org/SL/Prd/Form470/341152/240011358/Wilont%20Equipment%20and%20Cost%20List.xlsx,true,2024-01-04T14:01:20.000,7,2024-01-04T14:29:19.000
240011360,http://publicdata.usac.org/SL/Prd/Form470/336746/240011360/Licenses%20RFP%20v2%20UPDATED.xlsx,true,2024-01-29T15:01:34.000,50,2024-01-18T09:55:57.000
240011361,http://publicdata.usac.org/SL/Prd/Form470/344070/240011361/GR24_RFP_Cabling%20Addendum%20V2.pdf,true,2024-02-06T10:02:48.000,249000,2024-01-13T07:48:35.000
240011364,,false,,1,2024-01-05T11:05:09.000
240011365,http://publicdata.usac.org/SL/Prd/Form470/349997/240011365/CVUSD_2024_RFQ_Structured%20Cabling.pdf,true,2024-01-04T19:01:30.000,5250,2024-01-04T19:09:28.000
240011368,,false,,1,2024-01-05T11:01:01.000
240011370,http://publicdata.usac.org/SL/Prd/Form470/338183/240011370/RFP_1_24%20Air%20Cards.doc,true,2024-01-04T14:01:14.000,2,2024-01-04T14:41:13.000
240011372,,false,,1,2024-01-04T14:47:02.000
240011374,http://publicdata.usac.org/SL/Prd/Form470/350550/240011374/Nuview%20Union%20School%20District%20452%2024A11%20WAN.pdf,true,2024-01-04T15:01:38.000,2,2024-01-04T15:38:37.000
240011376,,false,,1,2024-01-09T09:31:15.000
240011377,http://publicdata.usac.org/SL/Prd/Form470/344669/240011377/Hepler%20City%20Library%20RFP%20Internet%20Access%20Specs%20for%20FY24.pdf,true,2024-01-04T14:01:40.000,1,2024-01-04T14:50:39.000
240011380,,false,,2,2024-01-04T15:36:26.000
240011381,,false,,9,2024-01-17T08:37:30.000
240011384,http://publicdata.usac.org/SL/Prd/Form470/333538/240011384/2024%20Loudoun%20School%20Bus%20Wifi%20Specifications.pdf,true,2024-01-10T10:01:45.000,752,2024-01-10T10:50:43.000
240011385,http://publicdata.usac.org/SL/Prd/Form470/346091/240011385/24SU777%20ERate%20470New%20Bldg%20Lan%20Extension.pdf,true,2024-01-04T15:01:38.000,1,2024-01-04T15:16:36.000
240011391,http://publicdata.usac.org/SL/Prd/Form470/331221/240011391/Wantagh%20FY2024%20C2%20Equipment%20Service%20Spec.docx,true,2024-01-12T08:01:28.000,5,2024-01-12T08:12:27.000
240011393,,false,,1,2024-01-04T15:33:32.000
240011395,,false,,3000,2024-01-04T15:50:52.000
240011397,,false,,2,2024-01-04T15:49:56.000
240011401,http://publicdata.usac.org/SL/Prd/Form470/17016385/240011401/RFP%20BT.pdf,true,2024-01-04T15:01:46.000,18,2024-01-04T15:52:45.000
240011403,http://publicdata.usac.org/SL/Prd/Form470/343928/240011403/Clark%20Co%20RFP%20for%20Internet%20Services%20FY24.docx,true,2024-01-04T16:01:31.000,1,2024-01-04T16:18:30.000
240011404,,false,,1,2024-01-05T11:03:15.000
240011410,,false,,1,2024-01-05T11:00:22.000
240011411,,false,,1,2024-01-04T16:31:47.000
240011412,http://publicdata.usac.org/SL/Prd/Form470/275414/240011412/FCC%20Form%20470%20Vendor%20Bidding%20Instructions%20Category%201%20FY24.pdf,true,2024-01-04T16:01:49.000,1,2024-01-04T16:15:48.000
240011416,,false,,1,2024-01-09T13:53:18.000
240011417,http://publicdata.usac.org/SL/Prd/Form470/284121/240011417/Cat%201%20RFP%20Hope%20FY24.xlsx,true,2024-01-08T12:01:22.000,2,2024-01-08T12:25:20.000
240011419,,false,,5,2024-01-07T14:54:55.000
240011420,http://publicdata.usac.org/SL/Prd/Form470/337600/240011420/FY2024%20Scott%20County%20SD2%20C1%20RFP%20Bus%20Wireless%20Service%20and%20Equipment.pdf,true,2024-01-10T14:01:18.000,20,2024-01-10T14:36:16.000
240011423,http://publicdata.usac.org/SL/Prd/Form470/349226/240011423/Archuleta%20IA%20240011423.pdf,true,2024-01-04T17:01:17.000,1,2024-01-04T17:03:16.000
240011426,,false,,1,2024-01-04T17:09:39.000
240011435,http://publicdata.usac.org/SL/Prd/Form470/345131/240011435/FY24%20Spearville%20Cat%202%20Form%20470%20RFP.pdf,true,2024-01-12T09:01:19.000,35,2024-01-12T09:25:18.000
240011436,http://publicdata.usac.org/SL/Prd/Form470/17007678/240011436/Springdale%20Public%20Library%20Fiber%20Internet%20Service%20RFP%202024.doc,true,2024-01-08T10:01:47.000,1,2024-01-08T10:47:45.000
240011437,http://publicdata.usac.org/SL/Prd/Form470/349905/240011437/ZZZ%20This%20document%20is%20a%20placeholder%20should%20further%20attachments%20be%20required%20at%20later%20date.docx,true,2024-01-04T17:01:50.000,1,2024-01-04T17:46:49.000
240011438,http://publicdata.usac.org/SL/Prd/Form470/350456/240011438/Vista%20USD%20Erate%20Year%2027%20RFP%20No.%20V24250012RFP%20Addendum%20No.%201.pdf,true,2024-01-25T14:01:49.000,3,2024-01-09T11:49:26.000
240011441,http://publicdata.usac.org/SL/Prd/Form470/342155/240011441/THOMPSON%20FALLS_Cat1_RFP%20Internet_2024.pdf,true,2024-01-04T18:01:08.000,4,2024-01-04T18:32:07.000
240011444,http://publicdata.usac.org/SL/Prd/Form470/337372/240011444/FY2024%20C2%20RFP%20Perry%20Township%20Schools.pdf,true,2024-01-11T19:01:41.000,17,2024-01-11T19:03:39.000
240011446,,false,,2,2024-01-04T18:44:16.000
240011447,http://publicdata.usac.org/SL/Prd/Form470/352174/240011447/0502%2024C%201%20West%20Valley%20School%20District%20Network%20Electronics%20RFP.pdf,true,2024-01-04T19:01:58.000,26,2024-01-04T19:35:56.000
